"No.","Time","Source","Destination","Protocol","Length","Info"
"10463","147.587889","104.21.32.1","192.168.0.106","QUIC","1227","Protected Payload (KP0)"
"10464","147.587889","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10465","147.588105","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=74736 Win=130816 Len=0"
"10466","147.588273","192.168.0.106","104.21.32.1","QUIC","85","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10467","147.588371","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10468","147.588414","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10469","147.588608","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10470","147.588704","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10471","147.588732","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10472","147.589072","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10473","147.589734","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10474","147.589734","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10475","147.589734","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10476","147.589734","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10477","147.589734","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10478","147.590089","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10479","147.590089","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10480","147.590089","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10481","147.590089","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10482","147.590450","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10483","147.590642","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10484","147.590721","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10485","147.590721","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10486","147.590721","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10487","147.590721","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10488","147.590721","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10489","147.590796","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10490","147.590943","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10491","147.591065","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10492","147.591181","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10493","147.591313","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10494","147.591457","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10495","147.591645","104.18.17.201","192.168.0.106","QUIC","1199","Protected Payload (KP0)"
"10496","147.591645","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10497","147.591645","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10498","147.591645","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10499","147.591645","104.18.17.201","192.168.0.106","QUIC","668","Protected Payload (KP0)"
"10500","147.591969","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10501","147.592111","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10502","147.592233","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10503","147.592490","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10504","147.592490","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10505","147.592490","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10506","147.592631","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=80384 Win=130816 Len=0"
"10507","147.592728","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10508","147.595285","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10509","147.595285","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10510","147.595417","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10511","147.595417","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10512","147.595417","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10513","147.595417","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10514","147.595417","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10515","147.595417","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10516","147.595417","104.18.17.201","192.168.0.106","QUIC","727","Protected Payload (KP0)"
"10517","147.595541","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10518","147.595718","192.168.0.106","104.18.17.201","QUIC","92","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10519","147.595873","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10520","147.595996","192.168.0.106","104.18.17.201","QUIC","87","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10521","147.596039","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10522","147.596039","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10523","147.596134","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=84620 Win=130816 Len=0"
"10524","147.597372","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10525","147.597454","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=86032 Win=130816 Len=0"
"10526","147.597594","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10527","147.603266","142.250.192.104","192.168.0.106","TLSv1.3","306","Application Data"
"10528","147.603479","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=87696 Win=130816 Len=0"
"10529","147.603792","104.18.17.201","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10530","147.608693","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10531","147.609551","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10532","147.609649","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=90520 Win=130816 Len=0"
"10533","147.610289","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10534","147.610436","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10535","147.610555","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=93344 Win=130816 Len=0"
"10536","147.612913","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10537","147.613054","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10538","147.613122","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=96168 Win=130816 Len=0"
"10539","147.615443","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10540","147.615443","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10541","147.615551","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=98992 Win=130816 Len=0"
"10542","147.620249","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10543","147.620249","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10544","147.620249","104.21.32.1","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10545","147.620401","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=101816 Win=130816 Len=0"
"10546","147.622187","104.21.32.1","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10547","147.622187","104.21.32.1","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10548","147.622187","104.21.32.1","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10549","147.622187","104.21.32.1","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10550","147.622187","104.21.32.1","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"10551","147.622187","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10552","147.622187","142.250.192.104","192.168.0.106","TLSv1.3","1179","Application Data"
"10553","147.622187","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10554","147.622187","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10555","147.622422","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=107177 Win=130816 Len=0"
"10556","147.623240","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10557","147.624383","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10558","147.624598","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10559","147.624693","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=110001 Win=130816 Len=0"
"10560","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10561","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10562","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10563","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10564","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10565","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10566","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10567","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10568","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10569","147.627918","104.21.32.1","192.168.0.106","QUIC","1155","Protected Payload (KP0)"
"10570","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10571","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10572","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10573","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10574","147.627918","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10575","147.627918","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10576","147.627918","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10577","147.628328","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=112825 Win=130816 Len=0"
"10578","147.628682","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10579","147.628838","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10580","147.629041","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10581","147.629181","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10582","147.629282","192.168.0.106","104.21.32.1","QUIC","87","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10583","147.629494","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10584","147.629613","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10585","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10586","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10587","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10588","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10589","147.630740","104.21.32.1","192.168.0.106","QUIC","878","Protected Payload (KP0)"
"10590","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10591","147.630740","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10592","147.630740","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10593","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10594","147.630740","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10595","147.631035","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=115649 Win=130816 Len=0"
"10596","147.631701","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10597","147.631863","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10598","147.631986","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10599","147.632163","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10600","147.633104","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10601","147.633104","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10602","147.633104","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10603","147.633104","104.21.32.1","192.168.0.106","QUIC","1015","Protected Payload (KP0)"
"10604","147.633104","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10605","147.633104","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10606","147.633104","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10607","147.633296","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=119885 Win=130816 Len=0"
"10608","147.633385","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10609","147.633428","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10610","147.633445","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=121297 Win=130816 Len=0"
"10611","147.633622","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10612","147.634038","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10613","147.634280","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10614","147.635752","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10615","147.636119","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10616","147.636119","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10617","147.636119","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10618","147.636119","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10619","147.636220","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=128357 Win=130816 Len=0"
"10620","147.636298","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10621","147.636298","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10622","147.636347","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=131181 Win=130816 Len=0"
"10623","147.636495","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10624","147.636495","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10625","147.636561","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=134005 Win=130816 Len=0"
"10626","147.636657","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10627","147.636704","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=135417 Win=130816 Len=0"
"10628","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10629","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10630","147.638048","104.21.32.1","192.168.0.106","QUIC","245","Protected Payload (KP0)"
"10631","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10632","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10633","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10634","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10635","147.638048","104.21.32.1","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10636","147.638048","104.21.32.1","192.168.0.106","QUIC","494","Protected Payload (KP0)"
"10637","147.638458","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10638","147.638744","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10639","147.638744","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10640","147.638744","142.250.192.104","192.168.0.106","TLSv1.3","1466","Application Data"
"10641","147.638744","142.250.192.104","192.168.0.106","TLSv1.3","631","Application Data, Application Data, Application Data"
"10642","147.638838","192.168.0.106","104.21.32.1","QUIC","93","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10643","147.638841","192.168.0.106","142.250.192.104","TCP","54","49650  >  443 [ACK] Seq=2379 Ack=140230 Win=261888 Len=0"
"10644","147.638963","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10645","147.639157","192.168.0.106","104.21.32.1","QUIC","88","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10646","147.640549","192.168.0.106","142.250.192.104","TLSv1.3","93","Application Data"
"10647","147.643939","192.168.0.106","192.168.0.1","DNS","79","Standard query 0x174f A adexchangeclear.com"
"10648","147.644339","192.168.0.106","192.168.0.1","DNS","79","Standard query 0x2202 HTTPS adexchangeclear.com"
"10649","147.648087","192.168.0.1","192.168.0.106","DNS","111","Standard query response 0x174f A adexchangeclear.com A 104.21.78.155 A 172.67.223.87"
"10650","147.648087","192.168.0.1","192.168.0.106","DNS","227","Standard query response 0x2202 HTTPS adexchangeclear.com HTTPS"
"10651","147.649599","192.168.0.106","104.18.17.201","QUIC","477","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10652","147.651416","192.168.0.106","192.168.0.1","DNS","91","Standard query 0xb236 A content-autofill.googleapis.com"
"10653","147.651930","192.168.0.106","192.168.0.1","DNS","91","Standard query 0x3e37 HTTPS content-autofill.googleapis.com"
"10654","147.654275","104.18.17.201","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"10655","147.657912","192.168.0.1","192.168.0.106","DNS","347","Standard query response 0xb236 A content-autofill.googleapis.com A 142.250.192.10 A 172.217.174.234 A 142.250.183.106 A 142.250.67.202 A 142.250.70.42 A 142.250.70.74 A 172.217.174.74 A 142.250.77.42 A 142.250.192.42 A 142.250.76.202 A 142.250.67.234 A 142.250.183.42 A 142.250.76.170 A 142.250.183.74 A 142.250.67.170 A 142.250.192.74"
"10656","147.657912","192.168.0.1","192.168.0.106","DNS","148","Standard query response 0x3e37 HTTPS content-autofill.googleapis.com SOA ns1.google.com"
"10657","147.659027","192.168.0.106","142.250.192.10","TCP","66","49651  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"10658","147.660884","142.250.192.104","192.168.0.106","TCP","54","443  >  49650 [ACK] Seq=140230 Ack=2418 Win=268032 Len=0"
"10659","147.662015","104.18.17.201","192.168.0.106","QUIC","594","Protected Payload (KP0)"
"10660","147.663740","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10661","147.663874","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10662","147.664030","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10663","147.664095","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10664","147.664095","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10665","147.664095","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10666","147.664262","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10667","147.664294","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10668","147.664294","104.18.17.201","192.168.0.106","QUIC","1199","Protected Payload (KP0)"
"10669","147.664401","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10670","147.664523","192.168.0.106","104.18.17.201","QUIC","85","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10671","147.664970","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10672","147.664984","192.168.0.106","104.21.32.1","QUIC","89","Protected Payload (KP0), DCID=01e432787c0df40581e784787a0dcd770fe24724"
"10673","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10674","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10675","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10676","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10677","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10678","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10679","147.665444","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10680","147.665743","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10681","147.665901","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10682","147.666045","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10683","147.666185","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10684","147.667085","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10685","147.667085","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10686","147.667085","104.18.17.201","192.168.0.106","QUIC","621","Protected Payload (KP0)"
"10687","147.667085","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10688","147.667298","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10689","147.667298","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10690","147.667298","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10691","147.667298","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10692","147.667298","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10693","147.667298","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10694","147.667298","104.18.17.201","192.168.0.106","QUIC","154","Protected Payload (KP0)"
"10695","147.667548","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10696","147.667750","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10697","147.667982","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10698","147.668147","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10699","147.668254","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10700","147.668299","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10701","147.668451","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10702","147.668903","104.18.17.201","192.168.0.106","QUIC","1242","Protected Payload (KP0)"
"10703","147.669170","104.18.17.201","192.168.0.106","QUIC","584","Protected Payload (KP0)"
"10704","147.669507","192.168.0.106","104.18.17.201","QUIC","86","Protected Payload (KP0), DCID=01bd896ed2e0ff2346bcff6e43e0d1271daa6a0b"
"10705","147.682531","142.250.192.10","192.168.0.106","TCP","66","443  >  49651 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"10706","147.682769","192.168.0.106","142.250.192.10","TCP","54","49651  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"10707","147.683414","192.168.0.106","142.250.192.10","TCP","1466","49651  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 10708]"
"10708","147.683414","192.168.0.106","142.250.192.10","TLSv1.3","383","Client Hello (SNI=content-autofill.googleapis.com)"
"10709","147.734397","192.168.0.106","142.250.192.10","TCP","1466","[TCP Retransmission] 49651  >  443 [PSH, ACK] Seq=330 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 10708]"
"10710","147.744189","192.168.0.106","192.168.0.1","DNS","84","Standard query 0xd045 A www.google-analytics.com"
"10711","147.744611","192.168.0.106","192.168.0.1","DNS","84","Standard query 0xc8be HTTPS www.google-analytics.com"
